"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Target genes (miRTarBase)","TMEM81","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Target genes (miRTarBase)","UBE2V1","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Target genes (miRTarBase)","YBX1","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-1307-3p; hsa-miR-8069"
"Annotation (Gene Ontology)","extracellular exosome GO0070062","enriched","0.0454545","0.0454545","0.178999","2","hsa-miR-6869-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","exonuclease activity GO0004527","enriched","0.0459616","0.0459616","0.456712","6","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-1203; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of insulin secretion GO0046676","enriched","0.0459616","0.0459616","0.456712","6","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-4481; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","protein palmitoylation GO0018345","enriched","0.0459616","0.0459616","0.456712","6","hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of DNA-templated transcription GO0006355","enriched","0.0459616","0.0459616","0.456712","39","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6784-5p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","xenobiotic catabolic process GO0042178","enriched","0.0459616","0.0459616","0.456712","6","hsa-miR-1307-3p; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","DNA helicase activity GO0003678","enriched","0.0463746","0.0463746","0.456712","7","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-1233-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA recombination GO0006310","enriched","0.0463746","0.0463746","0.456712","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-6131; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","histone acetylation GO0016573","enriched","0.0463746","0.0463746","0.456712","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6857-5p; hsa-miR-1238-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of interleukin-2 production GO0032743","enriched","0.0463746","0.0463746","0.456712","7","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-575; hsa-miR-6784-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to copper ion GO0071280","depleted","0.0466123","0.0466123","0.456712","4","hsa-miR-8073; hsa-miR-4734; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of t-circle formation GO1904430","enriched","0.0466123","0.0466123","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","MAPK cascade GO0000165","enriched","0.0478606","0.0478606","0.456712","13","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-4481; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","cadherin binding involved in cell-cell adhesion GO0098641","enriched","0.0478606","0.0478606","0.456712","13","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-1233-5p; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to tumor necrosis factor GO0071356","enriched","0.0478673","0.0478673","0.456712","9","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-4481; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","ephrin receptor signaling pathway GO0048013","enriched","0.0478673","0.0478673","0.456712","9","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-4481; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p"
"Annotations derived over miRTarBase (Gene Ontology)","signaling receptor complex adaptor activity GO0030159","enriched","0.0478673","0.0478673","0.456712","9","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-1203; hsa-miR-3180; hsa-miR-6805-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","viral protein processing GO0019082","enriched","0.0478673","0.0478673","0.456712","9","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-4481; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-1238-5p"
"Annotations derived over miRTarBase (Gene Ontology)","activation of protein kinase B activity GO0032148","enriched","0.0487104","0.0487104","0.456712","8","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6088; hsa-miR-6857-5p; hsa-miR-1238-5p"
"Annotations derived over miRTarBase (Gene Ontology)","plasma membrane repair GO0001778","enriched","0.0487104","0.0487104","0.456712","8","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-4481; hsa-miR-6088; hsa-miR-1233-5p; hsa-miR-4258"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of G2M transition of mitotic cell cycle GO0010971","enriched","0.0487104","0.0487104","0.456712","8","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-6088; hsa-miR-3940-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","DNA-templated DNA replication GO0006261","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-4481; hsa-miR-575; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","DNA ADP-ribosylation GO0030592","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA endonuclease activity GO0004520","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-6805-5p"
"Annotations derived over miRTarBase (Gene Ontology)","MHC class I protein binding GO0042288","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD+- protein-aspartate ADP-ribosyltransferase activity GO0140806","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD+-protein-glutamate ADP-ribosyltransferase activity GO0140807","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD+-protein-serine ADP-ribosyltransferase activity GO0140805","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD+-protein ADP-ribosyltransferase activity GO1990404","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD+ ADP-ribosyltransferase activity GO0003950","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD DNA ADP-ribosyltransferase activity GO0140294","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NuA4 histone acetyltransferase complex GO0035267","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","antiviral innate immune response GO0140374","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-1307-3p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","defense response to Gram-negative bacterium GO0050829","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","extrinsic component of membrane GO0019898","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","histone H2A acetylation GO0043968","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","histone H4 acetylation GO0043967","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway GO1902236","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein catabolic process GO0042177","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-7110-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of dendritic spine development GO0060999","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-128-1-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of lipid storage GO0010884","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-575; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","protein auto-ADP-ribosylation GO0070213","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein poly-ADP-ribosylation GO0070212","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cell-cell adhesion GO0022407","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-3180; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","retinoic acid binding GO0001972","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-6857-5p; hsa-miR-6131; hsa-miR-4258; hsa-miR-4734"
"Annotations derived over miRTarBase (Gene Ontology)","single-stranded DNA helicase activity GO0017116","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-6869-5p; hsa-miR-575; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","transmembrane receptor protein tyrosine kinase activity GO0004714","depleted","0.0490776","0.0490776","0.456712","5","hsa-miR-1233-5p; hsa-miR-128-1-5p; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","virion assembly GO0019068","enriched","0.0490776","0.0490776","0.456712","5","hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-1233-5p"
"Pathways (KEGG)","Salivary secretion","enriched","0.0490776","0.0490776","0.338134","5","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6088; hsa-miR-1233-5p"
"Diseases (MNDR)","Osteosarcoma","enriched","0.0490776","0.0490776","0.318158","5","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-663a"
"Diseases (MNDR)","Prostate cancer","enriched","0.0490776","0.0490776","0.318158","5","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","activation of GTPase activity GO0090630","enriched","0.0495086","0.0495086","0.456712","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-4481; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-128-1-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein binding GO0032091","enriched","0.0495086","0.0495086","0.456712","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-4706; hsa-miR-1343-3p"
"Pathways (KEGG)","Inflammatory mediator regulation of TRP channels","enriched","0.0495739","0.0495739","0.338134","12","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6088; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Arp23 complex binding GO0071933","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4258"
"Annotations derived over miRTarBase (Gene Ontology)","DNA double-strand break processing GO0000729","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","NAADP-sensitive calcium-release channel activity GO0072345","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-4481; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","RSC-type complex GO0016586","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-5572; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","adenylate cyclase activator activity GO0010856","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","alditolNADP+ 1-oxidoreductase activity GO0004032","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-6869-5p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","bBAF complex GO0140092","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-5572; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","brahma complex GO0035060","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-5572; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","catalytic complex GO1902494","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-3184-5p; hsa-miR-6869-5p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","chemokine receptor activity GO0004950","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","glutamate catabolic process GO0006538","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","leptin receptor binding GO1990460","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","monocyte chemotaxis GO0002548","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of chemokine C-C motif ligand 5 production GO0071650","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of chondrocyte differentiation GO0032332","depleted","0.0498943","0.0498943","0.456712","3","hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cyclic-nucleotide phosphodiesterase activity GO0051343","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-3184-5p; hsa-miR-575; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway GO1900740","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-1228-5p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","proton-transporting ATPase activity, rotational mechanism GO0046961","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of autophagosome maturation GO1901096","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of epithelial cell proliferation GO0050678","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-1307-3p; hsa-miR-6869-5p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of neural precursor cell proliferation GO2000177","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-5572; hsa-miR-4481; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of nucleotide-binding oligomerization domain containing signaling pathway GO0070424","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-125a-3p; hsa-miR-575; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein localization to nucleolus GO1904749","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","retromer complex GO0030904","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-125a-3p; hsa-miR-1203; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","stem cell proliferation GO0072089","enriched","0.0498943","0.0498943","0.456712","3","hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-6088"
"Pathways (KEGG)","Nitrogen metabolism","enriched","0.0498943","0.0498943","0.338134","3","hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-6088"
"Target genes (miRTarBase)","BBC3","enriched","0.0498943","0.0498943","0.384805","3","hsa-miR-92a-2-5p; hsa-miR-1228-5p; hsa-miR-6088"
"Target genes (miRTarBase)","GLUL","enriched","0.0498943","0.0498943","0.384805","3","hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-6088"
"Target genes (miRTarBase)","SWSAP1","enriched","0.0498943","0.0498943","0.384805","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6088"
"Target genes (miRTarBase)","TFPI","enriched","0.0498943","0.0498943","0.384805","3","hsa-miR-4648; hsa-miR-4481; hsa-miR-6088"
"Target genes (miRTarBase)","TUBB2A","enriched","0.0498943","0.0498943","0.384805","3","hsa-miR-4732-5p; hsa-miR-6869-5p; hsa-miR-6088"
"Target genes (miRTarBase)","ZNF708","enriched","0.0498943","0.0498943","0.384805","3","hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088"
"GO Biological process (miRPathDB)","chromatin organization","depleted","0.0498943","0.0498943","0.446747","3","hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-663a"
"GO Biological process (miRPathDB)","developmental process","depleted","0.0498943","0.0498943","0.446747","3","hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-663a"
"GO Biological process (miRPathDB)","regulation of cellular component organization","depleted","0.0498943","0.0498943","0.446747","3","hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-663a"
"Interactions (NPInter)","KLC2","enriched","0.0498943","0.0498943","0.200071","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Interactions (NPInter)","LARP1","enriched","0.0498943","0.0498943","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Interactions (NPInter)","MSI2","enriched","0.0498943","0.0498943","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Interactions (NPInter)","OAZ1","enriched","0.0498943","0.0498943","0.200071","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Interactions (NPInter)","PVT1","enriched","0.0498943","0.0498943","0.200071","3","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-6088"
"Interactions (NPInter)","XPO1","enriched","0.0498943","0.0498943","0.200071","3","hsa-miR-125a-3p; hsa-miR-575; hsa-miR-6088"
