Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
0.99,Thymoma,"Immune diseases, Cancer diseases, Genetic diseases, Rare diseases",56,1,TNF,https://www.malacards.org/card/thymoma,,,,
0.99,Gestational Diabetes,"Blood diseases, Reproductive diseases, Metabolic diseases, Genetic diseases",56,1,TNF,https://www.malacards.org/card/gestational_diabetes,,,,
0.99,Diphtheria,"Infectious diseases, Rare diseases",57,1,TNF,https://www.malacards.org/card/diphtheria,,,,
0.99,Microphthalmia With Limb Anomalies,"Bone diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",57,1,TBK1,https://www.malacards.org/card/microphthalmia_with_limb_anomalies,,,,
0.99,Endometrial Stromal Sarcoma,"Reproductive diseases, Cancer diseases, Rare diseases",58,1,CXCL8,https://www.malacards.org/card/endometrial_stromal_sarcoma,,,,
0.99,Larynx Cancer,"Oral diseases, Respiratory diseases, Cancer diseases, Rare diseases",58,1,MMP2,https://www.malacards.org/card/larynx_cancer,,,,
0.99,Mild Cognitive Impairment,"Neuronal diseases, Mental diseases",59,1,TNF,https://www.malacards.org/card/mild_cognitive_impairment,,,,
0.99,Ovary Adenocarcinoma,"Endocrine diseases, Reproductive diseases, Cancer diseases, Rare diseases",60,1,CDH1,https://www.malacards.org/card/ovary_adenocarcinoma,,,,
0.99,Visceral Leishmaniasis,"Bone diseases, Gastrointestinal diseases, Liver diseases, Immune diseases, Infectious diseases",60,1,TNF,https://www.malacards.org/card/visceral_leishmaniasis,,,,
0.99,Hair Disease,"Skin diseases, Rare diseases",60,1,TNF,https://www.malacards.org/card/hair_disease,,,,
0.99,Colorectal Adenocarcinoma,"Gastrointestinal diseases, Cancer diseases",61,1,CDH1,https://www.malacards.org/card/colorectal_adenocarcinoma,,,,
0.99,Mantle Cell Lymphoma,"Blood diseases, Immune diseases, Cancer diseases, Rare diseases",118,1,BMI1,https://www.malacards.org/card/mantle_cell_lymphoma,,,,
0.98,Cutis Laxa,"Bone diseases, Neuronal diseases, Nephrological diseases, Blood diseases, Gastrointestinal diseases, Skin diseases, Mental diseases, Muscle diseases, Eye diseases, Respiratory diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",53,1,MMP2,https://www.malacards.org/card/cutis_laxa,,,,
0.98,Stickler Syndrome,"Bone diseases, Oral diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",58,1,SOX9,https://www.malacards.org/card/stickler_syndrome,,,,
0.98,Polyhydramnios,Fetal diseases,60,1,SLC9A3,https://www.malacards.org/card/polyhydramnios,,,,
0.98,"Niemann-Pick Disease, Type C1","Neuronal diseases, Liver diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",60,1,GTPBP1,https://www.malacards.org/card/niemann_pick_disease_type_c1_2,,,,
0.98,Atypical Teratoid Rhabdoid Tumor,"Neuronal diseases, Cancer diseases, Genetic diseases, Rare diseases",61,1,SMARCC1,https://www.malacards.org/card/atypical_teratoid_rhabdoid_tumor,,,,
0.98,Speech Disorder,Mental diseases,61,1,PRNP,https://www.malacards.org/card/speech_disorder,,,,
0.98,Hashimoto Thyroiditis,"Endocrine diseases, Immune diseases, Rare diseases",61,1,TNF,https://www.malacards.org/card/hashimoto_thyroiditis,,,,
0.98,Microvascular Complications Of Diabetes 5,"Neuronal diseases, Nephrological diseases, Eye diseases, Cardiovascular diseases, Genetic diseases",62,1,CCN2,https://www.malacards.org/card/microvascular_complications_of_diabetes_5,,,,
0.98,Agnosia,"Mental diseases, Rare diseases",62,1,TNF,https://www.malacards.org/card/agnosia,,,,
0.98,Dysostosis,"Bone diseases, Rare diseases, Fetal diseases",62,1,LYSET,https://www.malacards.org/card/dysostosis,,,,
0.98,Metabolic Dysfunction-Associated Steatohepatitis,"Gastrointestinal diseases, Liver diseases, Metabolic diseases, Genetic diseases, Rare diseases",63,1,TNF,https://www.malacards.org/card/metabolic_dysfunction_associated_steatohepatitis,,,,
0.98,Degeneration Of Macula And Posterior Pole,"Neuronal diseases, Eye diseases",63,1,TNF,https://www.malacards.org/card/degeneration_of_macula_and_posterior_pole,,,,
0.98,Uterine Corpus Endometrial Carcinoma,"Reproductive diseases, Cancer diseases",63,1,TCF4,https://www.malacards.org/card/uterine_corpus_endometrial_carcinoma,,,,
0.98,Disorder Of Sexual Development,Endocrine diseases,64,1,SOX9,https://www.malacards.org/card/disorder_of_sexual_development,,,,
0.98,Refractive Error,"Neuronal diseases, Eye diseases",65,1,CABP4,https://www.malacards.org/card/refractive_error,,,,
0.98,Thyroid Cancer,"Endocrine diseases, Cancer diseases, Rare diseases",108,1,CDH1,https://www.malacards.org/card/thyroid_cancer,,,,
0.97,Cholangiocarcinoma,"Nephrological diseases, Liver diseases, Skin diseases, Cancer diseases, Rare diseases",47,1,CDH1,https://www.malacards.org/card/cholangiocarcinoma,,,,
0.97,Encephalitis,"Neuronal diseases, Immune diseases, Infectious diseases, Rare diseases",62,1,TNF,https://www.malacards.org/card/encephalitis,,,,
0.97,Glucose Intolerance,"Metabolic diseases, Genetic diseases",63,1,TNF,https://www.malacards.org/card/glucose_intolerance,,,,
0.97,Graves Disease,"Endocrine diseases, Immune diseases, Rare diseases",63,1,TNF,https://www.malacards.org/card/graves_disease_5,,,,
0.97,Mitochondrial Dna Depletion Syndrome 4a,"Bone diseases, Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Liver diseases, Endocrine diseases, Muscle diseases, Eye diseases, Respiratory diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases",63,1,TMEM70,https://www.malacards.org/card/mitochondrial_dna_depletion_syndrome_4a_alpers_type,,,,
0.97,"Multiple Endocrine Neoplasia, Type I","Neuronal diseases, Gastrointestinal diseases, Endocrine diseases, Cancer diseases, Genetic diseases, Rare diseases",64,1,SMAD3,https://www.malacards.org/card/multiple_endocrine_neoplasia_type_i,,,,
0.97,Gilles De La Tourette Syndrome,"Neuronal diseases, Mental diseases, Rare diseases",64,1,CDH2,https://www.malacards.org/card/gilles_de_la_tourette_syndrome,,,,
0.97,Chronic Mucocutaneous Candidiasis,"Blood diseases, Skin diseases, Immune diseases, Infectious diseases, Rare diseases",65,1,TNF,https://www.malacards.org/card/chronic_mucocutaneous_candidiasis,,,,
0.97,Barth Syndrome,"Neuronal diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",65,1,TMEM70,https://www.malacards.org/card/barth_syndrome,,,,
0.97,Epidermolysis Bullosa,"Skin diseases, Rare diseases",66,1,CXCL8,https://www.malacards.org/card/epidermolysis_bullosa,,,,
0.97,Substance Dependence,Mental diseases,69,1,TNF,https://www.malacards.org/card/substance_dependence,,,,
0.97,Substance Abuse,Mental diseases,69,1,TNF,https://www.malacards.org/card/substance_abuse,,,,
0.97,Autoimmune Disease Of Endocrine System,"Endocrine diseases, Immune diseases",69,1,TNF,https://www.malacards.org/card/autoimmune_disease_of_endocrine_system,,,,
0.97,Infratentorial Cancer,"Neuronal diseases, Cancer diseases",70,1,BMI1,https://www.malacards.org/card/infratentorial_cancer,,,,
0.97,Gastrointestinal System Benign Neoplasm,"Gastrointestinal diseases, Cancer diseases",70,1,CDH1,https://www.malacards.org/card/gastrointestinal_system_benign_neoplasm,,,,
0.97,Liver Disease,"Bone diseases, Blood diseases, Gastrointestinal diseases, Liver diseases, Endocrine diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",125,1,TNF,https://www.malacards.org/card/liver_disease,,,,
0.97,Arrhythmogenic Right Ventricular Cardiomyopathy,"Muscle diseases, Respiratory diseases, Cardiovascular diseases, Rare diseases",133,1,CDH2,https://www.malacards.org/card/arrhythmogenic_right_ventricular_cardiomyopathy,,,,
0.96,Nephrolithiasis,Nephrological diseases,59,1,CDH1,https://www.malacards.org/card/nephrolithiasis,,,,
0.96,Diamond-Blackfan Anemia 1,"Bone diseases, Neuronal diseases, Blood diseases, Immune diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",60,1,TNF,https://www.malacards.org/card/diamond_blackfan_anemia_1,,,,
0.96,Hypoplastic Left Heart Syndrome,"Blood diseases, Respiratory diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",66,1,CDH2,https://www.malacards.org/card/hypoplastic_left_heart_syndrome,,,,
0.96,Congestive Heart Failure,"Blood diseases, Cardiovascular diseases",66,1,TNF,https://www.malacards.org/card/congestive_heart_failure,,,,
0.96,Leukoencephalopathy With Vanishing White Matter,"Neuronal diseases, Genetic diseases, Rare diseases",67,1,NOTCH2NLA,https://www.malacards.org/card/leukoencephalopathy_with_vanishing_white_matter,,,,
0.96,Inguinal Hernia,Gastrointestinal diseases,67,1,MMP2,https://www.malacards.org/card/inguinal_hernia,,,,
0.96,Hydronephrosis,Nephrological diseases,67,1,CXCL8,https://www.malacards.org/card/hydronephrosis,,,,
0.96,Myoclonic Epilepsy Associated With Ragged-Red Fibers,"Neuronal diseases, Muscle diseases, Eye diseases, Metabolic diseases, Rare diseases",68,1,TMEM70,https://www.malacards.org/card/myoclonic_epilepsy_associated_with_ragged_red_fibers,,,,
0.96,Obsessive-Compulsive Disorder,"Neuronal diseases, Mental diseases, Genetic diseases",68,1,TNF,https://www.malacards.org/card/obsessive_compulsive_disorder,,,,
0.96,Depressive Disorder,"Neuronal diseases, Gastrointestinal diseases, Mental diseases",69,1,TNF,https://www.malacards.org/card/depressive_disorder,,,,
0.96,Acquired Immunodeficiency Syndrome,"Nephrological diseases, Blood diseases, Gastrointestinal diseases, Immune diseases, Cancer diseases, Infectious diseases, Rare diseases",69,1,TNF,https://www.malacards.org/card/acquired_immunodeficiency_syndrome,,,,
0.96,Von Hippel-Lindau Syndrome,"Neuronal diseases, Nephrological diseases, Endocrine diseases, Eye diseases, Cardiovascular diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",69,1,EGLN1,https://www.malacards.org/card/von_hippel_lindau_syndrome,,,,
0.96,Intraocular Pressure Quantitative Trait Locus,"Neuronal diseases, Eye diseases, Genetic diseases",71,1,CCN2,https://www.malacards.org/card/intraocular_pressure_quantitative_trait_locus,,,,
0.96,Spinal Disease,Bone diseases,72,1,TNF,https://www.malacards.org/card/spinal_disease,,,,
0.96,Cranial Nerve Disease,Neuronal diseases,73,1,TNF,https://www.malacards.org/card/cranial_nerve_disease,,,,
0.96,Potocki-Shaffer Syndrome,"Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",73,1,TNF,https://www.malacards.org/card/potocki_shaffer_syndrome,,,,
0.96,Auditory System Disease,Ear diseases,74,1,TNF,https://www.malacards.org/card/auditory_system_disease,,,,
0.96,Bone Cancer,"Bone diseases, Cancer diseases, Rare diseases",74,1,BMI1,https://www.malacards.org/card/bone_cancer,,,,
0.96,"Sarcoma, Synovial","Cancer diseases, Genetic diseases, Rare diseases",74,1,CDH1,https://www.malacards.org/card/sarcoma_synovial,,,,
0.96,Thyroid Gland Disease,Endocrine diseases,75,1,TNF,https://www.malacards.org/card/thyroid_gland_disease,,,,
0.96,Spinal Cord Disease,Neuronal diseases,75,1,TNF,https://www.malacards.org/card/spinal_cord_disease,,,,
0.96,Cerebral Degeneration,Neuronal diseases,75,1,TNF,https://www.malacards.org/card/cerebral_degeneration,,,,
0.96,Bone Resorption Disease,Bone diseases,76,1,TNF,https://www.malacards.org/card/bone_resorption_disease,,,,
0.95,Spermatogenic Failure,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",58,1,DNAH17,https://www.malacards.org/card/spermatogenic_failure,,,,
0.95,Bartter Disease,"Nephrological diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",71,1,SLC9A3,https://www.malacards.org/card/bartter_disease,,,,
0.95,Moyamoya Disease 1,"Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",72,1,RNF222,https://www.malacards.org/card/moyamoya_disease_1,,,,
0.95,Orthostatic Intolerance,"Mental diseases, Cardiovascular diseases, Genetic diseases",72,1,SMAD3,https://www.malacards.org/card/orthostatic_intolerance,,,,
0.95,Omenn Syndrome,"Blood diseases, Liver diseases, Skin diseases, Immune diseases, Cancer diseases, Infectious diseases, Genetic diseases, Rare diseases",72,1,TNF,https://www.malacards.org/card/omenn_syndrome,,,,
0.95,Immunodeficiency 47,"Neuronal diseases, Liver diseases, Skin diseases, Immune diseases, Eye diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",73,1,GOSR1,https://www.malacards.org/card/immunodeficiency_47,,,,
0.95,"Vas Deferens, Congenital Bilateral Aplasia Of","Gastrointestinal diseases, Reproductive diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",73,1,SLC9A3,https://www.malacards.org/card/vas_deferens_congenital_bilateral_aplasia_of,,,,
0.95,Exudative Vitreoretinopathy,"Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",73,1,FZD2,https://www.malacards.org/card/exudative_vitreoretinopathy,,,,
0.95,Chronic Granulomatous Disease,"Blood diseases, Gastrointestinal diseases, Skin diseases, Immune diseases, Eye diseases, Respiratory diseases, Infectious diseases, Genetic diseases, Rare diseases",73,1,TNF,https://www.malacards.org/card/chronic_granulomatous_disease,,,,
0.95,Generalized Epilepsy With Febrile Seizures Plus,"Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",73,1,GABRB1,https://www.malacards.org/card/generalized_epilepsy_with_febrile_seizures_plus,,,,
0.95,Aniridia,"Neuronal diseases, Nephrological diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",74,1,SOX9,https://www.malacards.org/card/aniridia,,,,
0.95,Episodic Ataxia,"Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",75,1,SNAP25,https://www.malacards.org/card/episodic_ataxia,,,,
0.95,Alcohol Use Disorder,"Neuronal diseases, Oral diseases, Mental diseases, Genetic diseases, Rare diseases",75,1,TNF,https://www.malacards.org/card/alcohol_use_disorder,,,,
0.95,Human Immunodeficiency Virus Infectious Disease,"Immune diseases, Infectious diseases",77,1,TNF,https://www.malacards.org/card/human_immunodeficiency_virus_infectious_disease,,,,
0.95,Malignant Ovarian Surface Epithelial-Stromal Neoplasm,"Endocrine diseases, Reproductive diseases, Cancer diseases",79,1,CDH1,https://www.malacards.org/card/malignant_ovarian_surface_epithelial_stromal_neoplasm,,,,
0.95,Bone Development Disease,"Bone diseases, Rare diseases, Fetal diseases",79,1,SOX9,https://www.malacards.org/card/bone_development_disease,,,,
0.95,Sarcoidosis 1,"Bone diseases, Neuronal diseases, Nephrological diseases, Endocrine diseases, Immune diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases",80,1,TNF,https://www.malacards.org/card/sarcoidosis_1,,,,
0.95,Bone Remodeling Disease,Bone diseases,81,1,TNF,https://www.malacards.org/card/bone_remodeling_disease,,,,
0.94,Prostate Adenocarcinoma,"Reproductive diseases, Cancer diseases",67,1,CDH1,https://www.malacards.org/card/prostate_adenocarcinoma,,,,
0.94,"Isolated Growth Hormone Deficiency, Type Ia","Endocrine diseases, Immune diseases, Genetic diseases, Rare diseases",75,1,SOX9,https://www.malacards.org/card/isolated_growth_hormone_deficiency_type_ia,,,,
0.94,Lennox-Gastaut Syndrome,"Neuronal diseases, Rare diseases",76,1,GABRB1,https://www.malacards.org/card/lennox_gastaut_syndrome,,,,
0.94,Severe Congenital Neutropenia,"Bone diseases, Neuronal diseases, Blood diseases, Endocrine diseases, Immune diseases, Respiratory diseases, Cancer diseases, Infectious diseases, Genetic diseases, Rare diseases",77,1,TNF,https://www.malacards.org/card/severe_congenital_neutropenia,,,,
0.94,Mitochondrial Dna Depletion Syndrome,"Bone diseases, Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Liver diseases, Endocrine diseases, Muscle diseases, Eye diseases, Respiratory diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases",77,1,TMEM70,https://www.malacards.org/card/mitochondrial_dna_depletion_syndrome,,,,
0.94,Vesicoureteral Reflux,"Nephrological diseases, Genetic diseases, Rare diseases, Fetal diseases",78,1,CXCL8,https://www.malacards.org/card/vesicoureteral_reflux,,,,
0.94,Cowden Syndrome 1,"Neuronal diseases, Gastrointestinal diseases, Skin diseases, Cardiovascular diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",81,1,GREM1,https://www.malacards.org/card/cowden_syndrome_1,,,,
0.94,Gallbladder Disease,"Nephrological diseases, Gastrointestinal diseases, Liver diseases, Metabolic diseases, Genetic diseases, Rare diseases",83,1,CDH1,https://www.malacards.org/card/gallbladder_disease,,,,
0.94,Chromosomal Duplication Syndrome,Genetic diseases,83,1,TNF,https://www.malacards.org/card/chromosomal_duplication_syndrome,,,,
0.94,Demyelinating Disease,Neuronal diseases,87,1,TNF,https://www.malacards.org/card/demyelinating_disease,,,,
0.94,Down Syndrome,"Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",156,1,SNAP25,https://www.malacards.org/card/down_syndrome,,,,
0.93,Peters-Plus Syndrome,"Neuronal diseases, Nephrological diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",81,1,CDH2,https://www.malacards.org/card/peters_plus_syndrome_2,,,,
0.93,Ataxia-Telangiectasia,"Neuronal diseases, Blood diseases, Skin diseases, Endocrine diseases, Reproductive diseases, Immune diseases, Mental diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",82,1,TNF,https://www.malacards.org/card/ataxia_telangiectasia_2,,,,
0.93,Hyperglycemia,"Blood diseases, Endocrine diseases, Metabolic diseases, Genetic diseases",82,1,TNF,https://www.malacards.org/card/hyperglycemia,,,,
0.93,Thyroid Gland Anaplastic Carcinoma,"Endocrine diseases, Cancer diseases, Rare diseases",83,1,CDH1,https://www.malacards.org/card/thyroid_gland_anaplastic_carcinoma,,,,
