Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
0.97,Tuberous Sclerosis,"Nephrological diseases, Skin diseases, Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",65,1,PIK3CB,https://www.malacards.org/card/tuberous_sclerosis,,,,
0.97,Epidermolysis Bullosa,"Skin diseases, Rare diseases",66,1,MMP9,https://www.malacards.org/card/epidermolysis_bullosa,,,,
0.97,Corneal Disease,"Neuronal diseases, Eye diseases, Rare diseases",67,1,MMP9,https://www.malacards.org/card/corneal_disease,,,,
0.97,Bone Sarcoma,"Bone diseases, Rare diseases, Cancer diseases",69,1,PIK3CB,https://www.malacards.org/card/bone_sarcoma,,,,
0.97,Gastrointestinal System Benign Neoplasm,"Gastrointestinal diseases, Cancer diseases",70,1,EGFR,https://www.malacards.org/card/gastrointestinal_system_benign_neoplasm,,,,
0.97,Lung Disease,"Blood diseases, Respiratory diseases",132,1,MMP9,https://www.malacards.org/card/lung_disease,,,,
0.96,Developmental And Epileptic Encephalopathy 1,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",54,1,HYPK,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_1,,,,
0.96,Nephrolithiasis,Nephrological diseases,59,1,MMP9,https://www.malacards.org/card/nephrolithiasis,,,,
0.96,Nanophthalmos,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",66,1,ST18,https://www.malacards.org/card/nanophthalmos,,,,
0.96,Congestive Heart Failure,"Blood diseases, Cardiovascular diseases",66,1,MMP9,https://www.malacards.org/card/congestive_heart_failure,,,,
0.96,Hydronephrosis,Nephrological diseases,67,1,MMP9,https://www.malacards.org/card/hydronephrosis,,,,
0.96,Obsessive-Compulsive Disorder,"Neuronal diseases, Mental diseases, Genetic diseases",68,1,PTK7,https://www.malacards.org/card/obsessive_compulsive_disorder,,,,
0.96,Von Hippel-Lindau Syndrome,"Nephrological diseases, Endocrine diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",69,1,ELOC,https://www.malacards.org/card/von_hippel_lindau_syndrome,,,,
0.96,Syndromic X-Linked Intellectual Disability,"Neuronal diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",71,1,NRXN1,https://www.malacards.org/card/syndromic_x_linked_intellectual_disability,,,,
0.96,Hemoglobinopathy,"Blood diseases, Rare diseases",72,1,CYB5A,https://www.malacards.org/card/hemoglobinopathy,,,,
0.96,Speech And Communication Disorders,"Mental diseases, Ear diseases",73,1,NRXN1,https://www.malacards.org/card/speech_and_communication_disorders,,,,
0.96,Rectum Cancer,"Gastrointestinal diseases, Cancer diseases",73,1,EGFR,https://www.malacards.org/card/rectum_cancer,,,,
0.96,Chromosomal Deletion Syndrome,"Genetic diseases, Rare diseases, Fetal diseases",74,1,NRXN1,https://www.malacards.org/card/chromosomal_deletion_syndrome,,,,
0.95,"Neurofibromatosis, Type I","Nephrological diseases, Skin diseases, Bone diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",70,1,EGFR,https://www.malacards.org/card/neurofibromatosis_type_i,,,,
0.95,Marfan Syndrome,"Bone diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",70,1,MMP2,https://www.malacards.org/card/marfan_syndrome,,,,
0.95,Meier-Gorlin Syndrome 1,"Bone diseases, Neuronal diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",70,1,FANCA,https://www.malacards.org/card/meier_gorlin_syndrome_1,,,,
0.95,Velocardiofacial Syndrome,"Immune diseases, Mental diseases, Cardiovascular diseases, Genetic diseases",71,1,NRXN1,https://www.malacards.org/card/velocardiofacial_syndrome,,,,
0.95,Moyamoya Disease 1,"Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",72,1,MMP9,https://www.malacards.org/card/moyamoya_disease_1,,,,
0.95,Chordoma,"Bone diseases, Endocrine diseases, Rare diseases, Cancer diseases",72,1,EGFR,https://www.malacards.org/card/chordoma,,,,
0.95,Episodic Ataxia,"Muscle diseases, Neuronal diseases, Genetic diseases, Rare diseases",75,1,SNAP25,https://www.malacards.org/card/episodic_ataxia,,,,
0.95,Toxic Encephalopathy,"Neuronal diseases, Mental diseases, Eye diseases, Rare diseases",78,1,PIK3CB,https://www.malacards.org/card/toxic_encephalopathy,,,,
0.95,Retinoblastoma,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Cancer diseases",138,1,EGFR,https://www.malacards.org/card/retinoblastoma,,,,
0.95,Anxiety,"Neuronal diseases, Mental diseases, Genetic diseases",146,1,PTK7,https://www.malacards.org/card/anxiety,,,,
0.95,Ulcerative Colitis,"Gastrointestinal diseases, Immune diseases",151,1,MMP9,https://www.malacards.org/card/ulcerative_colitis,,,Colon,MMP9
0.94,Perrault Syndrome,"Reproductive diseases, Endocrine diseases, Neuronal diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",75,1,RMND1,https://www.malacards.org/card/perrault_syndrome,,,,
0.94,Familial Adenomatous Polyposis,"Gastrointestinal diseases, Skin diseases, Bone diseases, Neuronal diseases, Genetic diseases, Rare diseases, Cancer diseases",76,1,EGFR,https://www.malacards.org/card/familial_adenomatous_polyposis,,,,
0.94,Usher Syndrome Type 2,"Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",77,1,GRK7,https://www.malacards.org/card/usher_syndrome_type_2,,,,
0.94,Severe Congenital Neutropenia,"Bone diseases, Endocrine diseases, Immune diseases, Blood diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases, Infectious diseases",77,1,FANCA,https://www.malacards.org/card/severe_congenital_neutropenia,,,,
0.94,Demyelinating Disease,Neuronal diseases,87,1,MMP9,https://www.malacards.org/card/demyelinating_disease,,,,
0.94,Down Syndrome,"Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",156,1,SNAP25,https://www.malacards.org/card/down_syndrome,,,,
0.93,Achromatopsia,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",80,1,GRK7,https://www.malacards.org/card/achromatopsia,,,,
0.93,Congenital Muscular Dystrophy,"Muscle diseases, Neuronal diseases, Oral diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases",80,1,NRXN1,https://www.malacards.org/card/congenital_muscular_dystrophy,,,,
0.93,Essential Thrombocythemia,"Blood diseases, Genetic diseases, Rare diseases, Cancer diseases",80,1,TERT,https://www.malacards.org/card/essential_thrombocythemia,,,,
0.93,Ataxia-Telangiectasia,"Skin diseases, Reproductive diseases, Endocrine diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",82,1,FANCA,https://www.malacards.org/card/ataxia_telangiectasia_2,,,,
0.93,Astigmatism,"Neuronal diseases, Eye diseases",85,1,NRXN1,https://www.malacards.org/card/astigmatism,,,,
0.93,Polyneuropathy,Neuronal diseases,86,1,MMP9,https://www.malacards.org/card/polyneuropathy,,,,
0.93,Narcolepsy,"Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",88,1,SNAP25,https://www.malacards.org/card/narcolepsy,,,,
0.93,Connective Tissue Cancer,Cancer diseases,91,1,PIK3CB,https://www.malacards.org/card/connective_tissue_cancer,,,,
0.93,Intracranial Berry Aneurysm,"Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",94,1,MMP9,https://www.malacards.org/card/intracranial_berry_aneurysm,,,,
0.93,Lymphoma,"Immune diseases, Blood diseases, Neuronal diseases, Eye diseases, Rare diseases, Cancer diseases",157,1,EGFR,https://www.malacards.org/card/lymphoma,,,,
0.93,Frontotemporal Dementia,"Neuronal diseases, Oral diseases, Mental diseases, Genetic diseases, Rare diseases",161,1,PIN1,https://www.malacards.org/card/frontotemporal_dementia,,,,
0.92,Short-Rib Thoracic Dysplasia 1 With Or Without Polydactyly,"Nephrological diseases, Bone diseases, Neuronal diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",74,1,ISCA2,https://www.malacards.org/card/short_rib_thoracic_dysplasia_1_with_or_without_polydactyly,,,,
0.92,Clubfoot,Bone diseases,83,1,CYP1A1,https://www.malacards.org/card/clubfoot,,,,
0.92,Juvenile Myelomonocytic Leukemia,"Bone diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases, Cancer diseases",87,1,PIK3CB,https://www.malacards.org/card/juvenile_myelomonocytic_leukemia,,,,
0.92,Lipoid Congenital Adrenal Hyperplasia,"Reproductive diseases, Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",87,1,CYB5A,https://www.malacards.org/card/lipoid_congenital_adrenal_hyperplasia,,,,
0.92,Spermatogenic Failure 9,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",88,1,ICA1L,https://www.malacards.org/card/spermatogenic_failure_9,,,,
0.92,"Dementia, Lewy Body","Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases",95,1,SNAP25,https://www.malacards.org/card/dementia_lewy_body,,,,
0.92,"Cholangitis, Primary Sclerosing","Gastrointestinal diseases, Liver diseases, Rare diseases",96,1,DNAL1,https://www.malacards.org/card/cholangitis_primary_sclerosing,,,,
0.92,Chromosomal Disease,"Genetic diseases, Rare diseases, Fetal diseases",97,1,NRXN1,https://www.malacards.org/card/chromosomal_disease,,,,
0.92,Cell Type Benign Neoplasm,Cancer diseases,99,1,EGFR,https://www.malacards.org/card/cell_type_benign_neoplasm,,,,
0.92,Muscle Tissue Disease,Muscle diseases,99,1,TRIM63,https://www.malacards.org/card/muscle_tissue_disease,,,,
0.92,Bone Inflammation Disease,Bone diseases,100,1,MMP9,https://www.malacards.org/card/bone_inflammation_disease,,,,
0.92,"Hypertension, Essential","Nephrological diseases, Reproductive diseases, Blood diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Cancer diseases",196,1,MSRB2,https://www.malacards.org/card/hypertension_essential,,,Blood,MSRB2
0.91,Hodgkin'S Lymphoma,"Immune diseases, Blood diseases, Rare diseases, Cancer diseases",91,1,PIK3CB,https://www.malacards.org/card/hodgkins_lymphoma,,,,
0.91,Walker-Warburg Syndrome,"Muscle diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",94,1,NRXN1,https://www.malacards.org/card/walker_warburg_syndrome,,,,
0.91,Autoimmune Lymphoproliferative Syndrome,"Gastrointestinal diseases, Immune diseases, Blood diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases, Infectious diseases",96,1,RPS16,https://www.malacards.org/card/autoimmune_lymphoproliferative_syndrome,,,,
0.91,Testicular Cancer,"Reproductive diseases, Endocrine diseases, Cancer diseases",96,1,PIK3CB,https://www.malacards.org/card/testicular_cancer,,,,
0.91,Beta-Thalassemia,"Nephrological diseases, Liver diseases, Endocrine diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases, Fetal diseases",97,1,TERT,https://www.malacards.org/card/beta_thalassemia_2,,,,
0.91,"Epilepsy, Myoclonic Juvenile","Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",99,1,DIRAS1,https://www.malacards.org/card/epilepsy_myoclonic_juvenile,,,,
0.91,Eye Degenerative Disease,"Neuronal diseases, Eye diseases",102,1,GRK7,https://www.malacards.org/card/eye_degenerative_disease,,,,
0.91,Muscular Disease,"Muscle diseases, Neuronal diseases",104,1,TRIM63,https://www.malacards.org/card/muscular_disease,,,,
0.91,Microphthalmia,"Neuronal diseases, Eye diseases",210,1,TYRP1,https://www.malacards.org/card/microphthalmia,,,,
0.90,Long Qt Syndrome 1,"Muscle diseases, Blood diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases",92,1,KCNJ8,https://www.malacards.org/card/long_qt_syndrome_1,,,,
0.90,Gastroesophageal Reflux,"Gastrointestinal diseases, Cancer diseases",102,1,EGFR,https://www.malacards.org/card/gastroesophageal_reflux,,,,
0.90,Coffin-Siris Syndrome 1,"Bone diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Fetal diseases",104,1,NRXN1,https://www.malacards.org/card/coffin_siris_syndrome_1,,,,
0.90,Patent Ductus Arteriosus,"Blood diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",106,1,KCNJ8,https://www.malacards.org/card/patent_ductus_arteriosus,,,,
0.90,Central Nervous System Cancer,"Neuronal diseases, Cancer diseases",113,1,EGFR,https://www.malacards.org/card/central_nervous_system_cancer,,,,
0.90,Viral Infectious Disease,Infectious diseases,114,1,TRIM63,https://www.malacards.org/card/viral_infectious_disease,,,,
0.90,Ovarian Disease,"Reproductive diseases, Endocrine diseases, Genetic diseases, Rare diseases",116,1,PIK3CB,https://www.malacards.org/card/ovarian_disease,,,,
0.90,Physical Disorder,Mental diseases,116,1,FANCA,https://www.malacards.org/card/physical_disorder,,,,
0.89,Familial Hypercholesterolemia,"Muscle diseases, Endocrine diseases, Blood diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases",102,1,EGFR,https://www.malacards.org/card/familial_hypercholesterolemia,,,,
0.89,Familial Atrial Fibrillation,"Blood diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases",106,1,KCNJ8,https://www.malacards.org/card/familial_atrial_fibrillation,,,,
0.89,Diarrhea,"Gastrointestinal diseases, Genetic diseases, Rare diseases, Infectious diseases",111,1,EGFR,https://www.malacards.org/card/diarrhea,,,,
0.89,Ptosis,"Neuronal diseases, Eye diseases, Rare diseases, Fetal diseases",111,1,SNAP25,https://www.malacards.org/card/ptosis,,,,
0.89,Alpha-Thalassemia,"Nephrological diseases, Liver diseases, Endocrine diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases, Fetal diseases",113,1,TERT,https://www.malacards.org/card/alpha_thalassemia_2,,,,
0.89,Bone Disease,"Bone diseases, Rare diseases",116,1,MMP9,https://www.malacards.org/card/bone_disease,,,,
0.89,Spinal Muscular Atrophy,"Muscle diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases",117,1,GEMIN8,https://www.malacards.org/card/spinal_muscular_atrophy,,,,
0.89,Myotonic Dystrophy 1,"Muscle diseases, Reproductive diseases, Endocrine diseases, Neuronal diseases, Oral diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",327,2,"PDE4C, WSB1",https://www.malacards.org/card/myotonic_dystrophy_1,,,Skeletal Muscle,"PDE4C, WSB1"
0.89,Respiratory Syncytial Virus Infectious Disease,"Respiratory diseases, Infectious diseases",397,2,"PCNX2, ICA1L",https://www.malacards.org/card/respiratory_syncytial_virus_infectious_disease,,,Blood,"ICA1L, PCNX2"
0.89,Tuberous Sclerosis 1,"Nephrological diseases, Skin diseases, Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",403,2,"NRXN1, SNAP25",https://www.malacards.org/card/tuberous_sclerosis_1_2,,,Brain,"NRXN1, SNAP25"
0.88,Stargardt Disease,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",114,1,GRK7,https://www.malacards.org/card/stargardt_disease,,,,
0.88,Seckel Syndrome,"Bone diseases, Neuronal diseases, Eye diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Fetal diseases",121,1,FANCA,https://www.malacards.org/card/seckel_syndrome,,,,
0.88,Disease Of Mental Health,"Neuronal diseases, Mental diseases",127,1,NRXN1,https://www.malacards.org/card/disease_of_mental_health,,,,
0.88,"Hemochromatosis, Type 1","Liver diseases, Skin diseases, Endocrine diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases",129,1,TERT,https://www.malacards.org/card/hemochromatosis_type_1_2,,,,
0.88,Central Nervous System Disease,"Immune diseases, Blood diseases, Neuronal diseases, Rare diseases",135,1,MMP9,https://www.malacards.org/card/central_nervous_system_disease,,,,
0.87,Kidney Cancer,"Nephrological diseases, Blood diseases, Cancer diseases",108,1,EGFR,https://www.malacards.org/card/kidney_cancer,,,,
0.87,Craniosynostosis,"Bone diseases, Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",124,1,EGFR,https://www.malacards.org/card/craniosynostosis,,,,
0.87,"Chromosome 22q11.2 Deletion Syndrome, Distal","Nephrological diseases, Endocrine diseases, Blood diseases, Neuronal diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",127,1,NRXN1,https://www.malacards.org/card/chromosome_22q112_deletion_syndrome_distal,,,,
0.87,Congenital Myasthenic Syndrome,"Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",130,1,SNAP25,https://www.malacards.org/card/congenital_myasthenic_syndrome,,,,
0.87,Movement Disease,"Neuronal diseases, Rare diseases",133,1,SNAP25,https://www.malacards.org/card/movement_disease,,,,
0.87,Conn'S Syndrome,"Reproductive diseases, Endocrine diseases, Rare diseases, Cancer diseases",141,1,CYB5A,https://www.malacards.org/card/conns_syndrome,,,,
0.87,Pervasive Developmental Disorder,"Neuronal diseases, Mental diseases, Rare diseases",141,1,NRXN1,https://www.malacards.org/card/pervasive_developmental_disorder,,,,
0.86,"Blood Group, Globoside System","Blood diseases, Neuronal diseases, Eye diseases, Genetic diseases",120,1,MMP9,https://www.malacards.org/card/blood_group_globoside_system,,,,
0.86,Familial Hypertrophic Cardiomyopathy,"Muscle diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases",122,1,TRIM63,https://www.malacards.org/card/familial_hypertrophic_cardiomyopathy,,,,
0.86,Congenital Stationary Night Blindness,"Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",133,1,GRK7,https://www.malacards.org/card/congenital_stationary_night_blindness,,,,
